# x [m], z [m], pressure [Pa], saturation [-], mCO2 [-], mH2O [-], rhoG [kg/m3], rhoL [kg/m3], tmCO2 [kg], temp [°C]
5.850e+02, 5.000e+00, 3.878e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
5.950e+02, 5.000e+00, 3.877e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.919e+02, 0.000e+00, 7.000e+01
6.050e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.150e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.250e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.350e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.450e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.550e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.650e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.750e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.850e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
6.950e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.050e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.150e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.250e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.350e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.450e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.550e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.650e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.750e+02, 5.000e+00, 3.879e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.850e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
7.950e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.050e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.150e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.250e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.350e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.450e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.550e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.650e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.750e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.850e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
8.950e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.050e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.150e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.250e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.350e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.450e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.550e+02, 5.000e+00, 3.878e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.650e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.750e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.850e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
9.950e+02, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.005e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.015e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.025e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.035e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.045e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.055e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.065e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.075e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.085e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.095e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.105e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.115e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.125e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.135e+03, 5.000e+00, 3.876e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.919e+02, 0.000e+00, 7.000e+01
1.145e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.155e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.165e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.175e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.185e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.195e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.205e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.215e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.225e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.235e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.245e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.255e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.265e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.275e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.285e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.295e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.305e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.315e+03, 5.000e+00, 3.878e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.325e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.335e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.345e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.355e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.365e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.375e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.385e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.395e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.405e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.415e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.425e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.435e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.445e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.455e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.465e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.475e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.485e+03, 5.000e+00, 3.879e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.495e+03, 5.000e+00, 3.880e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.505e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.515e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.525e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.535e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.545e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.555e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.565e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.575e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.585e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.595e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.605e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.615e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.625e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.635e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.645e+03, 5.000e+00, 3.882e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.655e+03, 5.000e+00, 3.878e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.665e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.675e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.685e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.695e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.705e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.715e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.725e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.735e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
1.745e+03, 5.000e+00, 3.881e+07, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00, 9.920e+02, 0.000e+00, 7.000e+01
