# t [s], p1 [Pa], p2 [Pa], mobA [kg], immA [kg], dissA [kg], sealA [kg], mobB [kg], immB [kg], dissB [kg], sealB [kg], mC [m^2], sealTot [kg], boundary [kg]
1.3151e+10, 3.948e+07, 3.351e+07, 3.606e+07, 3.922e+04, 3.062e+06, 4.958e+04, 1.969e+06, 1.123e+05, 1.933e+06, 1.806e+00, nan, 1.310e+05, 9.104e+00
1.3182e+10, 3.948e+07, 3.351e+07, 3.606e+07, 3.956e+04, 3.069e+06, 4.959e+04, 1.966e+06, 1.121e+05, 1.934e+06, 1.815e+00, nan, 1.311e+05, 9.119e+00
1.3214e+10, 3.948e+07, 3.351e+07, 3.606e+07, 3.974e+04, 3.075e+06, 4.961e+04, 1.964e+06, 1.114e+05, 1.934e+06, 1.823e+00, nan, 1.312e+05, 9.137e+00
1.3245e+10, 3.948e+07, 3.351e+07, 3.605e+07, 4.216e+04, 3.082e+06, 4.963e+04, 1.963e+06, 1.091e+05, 1.934e+06, 1.832e+00, nan, 1.312e+05, 9.162e+00
1.3277e+10, 3.948e+07, 3.351e+07, 3.605e+07, 4.222e+04, 3.089e+06, 4.965e+04, 1.961e+06, 1.088e+05, 1.934e+06, 1.840e+00, nan, 1.313e+05, 9.193e+00
1.3308e+10, 3.948e+07, 3.350e+07, 3.605e+07, 4.009e+04, 3.096e+06, 4.966e+04, 1.959e+06, 1.088e+05, 1.934e+06, 1.849e+00, nan, 1.313e+05, 9.232e+00
1.3340e+10, 3.947e+07, 3.350e+07, 3.605e+07, 4.029e+04, 3.102e+06, 4.968e+04, 1.949e+06, 1.164e+05, 1.934e+06, 1.857e+00, nan, 1.314e+05, 9.283e+00
1.3371e+10, 3.947e+07, 3.350e+07, 3.604e+07, 4.037e+04, 3.109e+06, 4.970e+04, 1.944e+06, 1.183e+05, 1.934e+06, 1.866e+00, nan, 1.314e+05, 9.345e+00
1.3403e+10, 3.947e+07, 3.350e+07, 3.604e+07, 4.047e+04, 3.116e+06, 4.972e+04, 1.942e+06, 1.182e+05, 1.933e+06, 1.874e+00, nan, 1.315e+05, 9.422e+00
1.3434e+10, 3.947e+07, 3.350e+07, 3.604e+07, 4.310e+04, 3.122e+06, 4.973e+04, 1.941e+06, 1.163e+05, 1.933e+06, 1.882e+00, nan, 1.315e+05, 9.516e+00
1.3466e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.327e+04, 3.129e+06, 4.975e+04, 1.939e+06, 1.163e+05, 1.933e+06, 1.890e+00, nan, 1.316e+05, 9.633e+00
1.3497e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.109e+04, 3.136e+06, 4.977e+04, 1.938e+06, 1.138e+05, 1.934e+06, 1.899e+00, nan, 1.317e+05, 9.774e+00
1.3529e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.128e+04, 3.142e+06, 4.979e+04, 1.938e+06, 1.113e+05, 1.934e+06, 1.907e+00, nan, 1.317e+05, 9.942e+00
1.3560e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.173e+04, 3.149e+06, 4.981e+04, 1.936e+06, 1.107e+05, 1.934e+06, 1.916e+00, nan, 1.318e+05, 1.014e+01
1.3592e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.222e+04, 3.156e+06, 4.982e+04, 1.935e+06, 1.082e+05, 1.935e+06, 1.924e+00, nan, 1.318e+05, 1.038e+01
1.3624e+10, 3.947e+07, 3.350e+07, 3.603e+07, 4.033e+04, 3.163e+06, 4.984e+04, 1.929e+06, 1.120e+05, 1.935e+06, 1.933e+00, nan, 1.319e+05, 1.066e+01
1.3655e+10, 3.947e+07, 3.350e+07, 3.602e+07, 4.149e+04, 3.170e+06, 4.986e+04, 1.926e+06, 1.118e+05, 1.935e+06, 1.942e+00, nan, 1.319e+05, 1.099e+01
1.3687e+10, 3.947e+07, 3.350e+07, 3.602e+07, 4.503e+04, 3.175e+06, 4.988e+04, 1.921e+06, 1.145e+05, 1.935e+06, 1.950e+00, nan, 1.320e+05, 1.137e+01
1.3718e+10, 3.947e+07, 3.350e+07, 3.602e+07, 4.583e+04, 3.181e+06, 4.989e+04, 1.916e+06, 1.166e+05, 1.935e+06, 1.959e+00, nan, 1.321e+05, 1.182e+01
1.3750e+10, 3.947e+07, 3.350e+07, 3.602e+07, 4.634e+04, 3.186e+06, 4.991e+04, 1.914e+06, 1.165e+05, 1.935e+06, 1.968e+00, nan, 1.321e+05, 1.233e+01
1.3781e+10, 3.947e+07, 3.350e+07, 3.601e+07, 4.663e+04, 3.192e+06, 4.993e+04, 1.911e+06, 1.168e+05, 1.935e+06, 1.976e+00, nan, 1.322e+05, 1.291e+01
1.3813e+10, 3.947e+07, 3.350e+07, 3.601e+07, 4.678e+04, 3.197e+06, 4.995e+04, 1.908e+06, 1.172e+05, 1.935e+06, 1.985e+00, nan, 1.322e+05, 1.358e+01
1.3844e+10, 3.947e+07, 3.350e+07, 3.601e+07, 4.680e+04, 3.203e+06, 4.996e+04, 1.906e+06, 1.175e+05, 1.935e+06, 1.992e+00, nan, 1.323e+05, 1.434e+01
1.3876e+10, 3.947e+07, 3.350e+07, 3.601e+07, 4.440e+04, 3.208e+06, 4.998e+04, 1.906e+06, 1.153e+05, 1.935e+06, 2.001e+00, nan, 1.323e+05, 1.519e+01
1.3907e+10, 3.947e+07, 3.350e+07, 3.601e+07, 4.656e+04, 3.213e+06, 5.000e+04, 1.903e+06, 1.150e+05, 1.934e+06, 2.009e+00, nan, 1.324e+05, 1.614e+01
1.3939e+10, 3.947e+07, 3.349e+07, 3.601e+07, 4.633e+04, 3.219e+06, 5.002e+04, 1.901e+06, 1.147e+05, 1.935e+06, 2.018e+00, nan, 1.325e+05, 1.719e+01
1.3971e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.606e+04, 3.224e+06, 5.004e+04, 1.899e+06, 1.148e+05, 1.935e+06, 2.027e+00, nan, 1.325e+05, 1.835e+01
1.4002e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.576e+04, 3.230e+06, 5.005e+04, 1.896e+06, 1.148e+05, 1.935e+06, 2.035e+00, nan, 1.326e+05, 1.963e+01
1.4034e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.544e+04, 3.235e+06, 5.007e+04, 1.895e+06, 1.123e+05, 1.935e+06, 2.044e+00, nan, 1.326e+05, 2.103e+01
1.4065e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.509e+04, 3.241e+06, 5.009e+04, 1.895e+06, 1.100e+05, 1.936e+06, 2.053e+00, nan, 1.327e+05, 2.256e+01
1.4097e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.244e+04, 3.246e+06, 5.011e+04, 1.896e+06, 1.061e+05, 1.935e+06, 2.062e+00, nan, 1.327e+05, 2.425e+01
1.4128e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.220e+04, 3.251e+06, 5.012e+04, 1.896e+06, 1.041e+05, 1.935e+06, 2.070e+00, nan, 1.328e+05, 2.610e+01
1.4160e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.429e+04, 3.256e+06, 5.014e+04, 1.893e+06, 1.046e+05, 1.935e+06, 2.079e+00, nan, 1.329e+05, 2.810e+01
1.4191e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.401e+04, 3.261e+06, 5.016e+04, 1.884e+06, 1.112e+05, 1.935e+06, 2.088e+00, nan, 1.329e+05, 3.024e+01
1.4223e+10, 3.946e+07, 3.349e+07, 3.601e+07, 4.372e+04, 3.267e+06, 5.018e+04, 1.884e+06, 1.092e+05, 1.935e+06, 2.097e+00, nan, 1.330e+05, 3.254e+01
1.4254e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.343e+04, 3.272e+06, 5.020e+04, 1.882e+06, 1.091e+05, 1.935e+06, 2.106e+00, nan, 1.330e+05, 3.501e+01
1.4286e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.316e+04, 3.277e+06, 5.021e+04, 1.879e+06, 1.092e+05, 1.935e+06, 2.113e+00, nan, 1.331e+05, 3.766e+01
1.4317e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.295e+04, 3.282e+06, 5.023e+04, 1.875e+06, 1.112e+05, 1.935e+06, 2.122e+00, nan, 1.331e+05, 4.049e+01
1.4349e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.272e+04, 3.287e+06, 5.025e+04, 1.874e+06, 1.090e+05, 1.935e+06, 2.131e+00, nan, 1.332e+05, 4.351e+01
1.4380e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.250e+04, 3.292e+06, 5.027e+04, 1.872e+06, 1.086e+05, 1.935e+06, 2.139e+00, nan, 1.333e+05, 4.669e+01
1.4412e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.227e+04, 3.297e+06, 5.028e+04, 1.869e+06, 1.089e+05, 1.935e+06, 2.148e+00, nan, 1.333e+05, 5.007e+01
1.4444e+10, 3.946e+07, 3.349e+07, 3.600e+07, 3.967e+04, 3.302e+06, 5.030e+04, 1.864e+06, 1.116e+05, 1.935e+06, 2.157e+00, nan, 1.334e+05, 5.365e+01
1.4475e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.173e+04, 3.307e+06, 5.032e+04, 1.861e+06, 1.120e+05, 1.935e+06, 2.166e+00, nan, 1.334e+05, 5.743e+01
1.4507e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.145e+04, 3.311e+06, 5.034e+04, 1.857e+06, 1.144e+05, 1.935e+06, 2.175e+00, nan, 1.335e+05, 6.138e+01
1.4538e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.116e+04, 3.316e+06, 5.036e+04, 1.853e+06, 1.164e+05, 1.935e+06, 2.184e+00, nan, 1.335e+05, 6.553e+01
1.4570e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.088e+04, 3.321e+06, 5.037e+04, 1.848e+06, 1.189e+05, 1.935e+06, 2.193e+00, nan, 1.336e+05, 6.989e+01
1.4601e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.060e+04, 3.326e+06, 5.039e+04, 1.847e+06, 1.171e+05, 1.934e+06, 2.202e+00, nan, 1.337e+05, 7.445e+01
1.4633e+10, 3.946e+07, 3.349e+07, 3.600e+07, 4.031e+04, 3.331e+06, 5.041e+04, 1.842e+06, 1.200e+05, 1.934e+06, 2.211e+00, nan, 1.337e+05, 7.920e+01
1.4664e+10, 3.946e+07, 3.348e+07, 3.600e+07, 4.003e+04, 3.336e+06, 5.043e+04, 1.842e+06, 1.181e+05, 1.934e+06, 2.220e+00, nan, 1.338e+05, 8.415e+01
1.4696e+10, 3.945e+07, 3.348e+07, 3.600e+07, 3.974e+04, 3.341e+06, 5.044e+04, 1.840e+06, 1.180e+05, 1.934e+06, 2.229e+00, nan, 1.338e+05, 8.928e+01
1.4727e+10, 3.945e+07, 3.348e+07, 3.600e+07, 4.179e+04, 3.345e+06, 5.046e+04, 1.841e+06, 1.140e+05, 1.934e+06, 2.236e+00, nan, 1.339e+05, 9.462e+01
1.4759e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.149e+04, 3.350e+06, 5.048e+04, 1.841e+06, 1.117e+05, 1.934e+06, 2.245e+00, nan, 1.339e+05, 1.002e+02
1.4790e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.119e+04, 3.355e+06, 5.050e+04, 1.837e+06, 1.137e+05, 1.934e+06, 2.254e+00, nan, 1.340e+05, 1.059e+02
1.4822e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.090e+04, 3.360e+06, 5.052e+04, 1.837e+06, 1.114e+05, 1.935e+06, 2.263e+00, nan, 1.341e+05, 1.119e+02
1.4853e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.060e+04, 3.364e+06, 5.053e+04, 1.836e+06, 1.090e+05, 1.935e+06, 2.272e+00, nan, 1.341e+05, 1.180e+02
1.4885e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.264e+04, 3.369e+06, 5.055e+04, 1.834e+06, 1.089e+05, 1.935e+06, 2.281e+00, nan, 1.342e+05, 1.243e+02
1.4917e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.235e+04, 3.374e+06, 5.057e+04, 1.833e+06, 1.065e+05, 1.936e+06, 2.290e+00, nan, 1.342e+05, 1.308e+02
1.4948e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.207e+04, 3.378e+06, 5.059e+04, 1.829e+06, 1.086e+05, 1.936e+06, 2.299e+00, nan, 1.343e+05, 1.375e+02
1.4980e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.178e+04, 3.383e+06, 5.060e+04, 1.826e+06, 1.089e+05, 1.936e+06, 2.308e+00, nan, 1.343e+05, 1.444e+02
1.5011e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.151e+04, 3.388e+06, 5.062e+04, 1.825e+06, 1.070e+05, 1.936e+06, 2.317e+00, nan, 1.344e+05, 1.515e+02
1.5043e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.123e+04, 3.392e+06, 5.064e+04, 1.821e+06, 1.093e+05, 1.936e+06, 2.326e+00, nan, 1.345e+05, 1.588e+02
1.5074e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.097e+04, 3.397e+06, 5.066e+04, 1.818e+06, 1.097e+05, 1.936e+06, 2.335e+00, nan, 1.345e+05, 1.662e+02
1.5106e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.071e+04, 3.402e+06, 5.068e+04, 1.816e+06, 1.097e+05, 1.936e+06, 2.344e+00, nan, 1.346e+05, 1.739e+02
1.5137e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.046e+04, 3.406e+06, 5.069e+04, 1.811e+06, 1.126e+05, 1.936e+06, 2.353e+00, nan, 1.346e+05, 1.817e+02
1.5169e+10, 3.945e+07, 3.348e+07, 3.599e+07, 4.021e+04, 3.411e+06, 5.071e+04, 1.810e+06, 1.106e+05, 1.936e+06, 2.363e+00, nan, 1.347e+05, 1.897e+02
1.5200e+10, 3.945e+07, 3.348e+07, 3.599e+07, 3.996e+04, 3.415e+06, 5.073e+04, 1.810e+06, 1.091e+05, 1.936e+06, 2.370e+00, nan, 1.347e+05, 1.979e+02
1.5232e+10, 3.945e+07, 3.348e+07, 3.598e+07, 3.972e+04, 3.420e+06, 5.075e+04, 1.807e+06, 1.094e+05, 1.936e+06, 2.379e+00, nan, 1.348e+05, 2.062e+02
1.5263e+10, 3.945e+07, 3.348e+07, 3.598e+07, 3.948e+04, 3.424e+06, 5.076e+04, 1.805e+06, 1.091e+05, 1.936e+06, 2.388e+00, nan, 1.348e+05, 2.148e+02
1.5295e+10, 3.945e+07, 3.348e+07, 3.598e+07, 3.925e+04, 3.429e+06, 5.078e+04, 1.802e+06, 1.093e+05, 1.936e+06, 2.397e+00, nan, 1.349e+05, 2.234e+02
1.5327e+10, 3.945e+07, 3.348e+07, 3.598e+07, 4.136e+04, 3.433e+06, 5.080e+04, 1.802e+06, 1.071e+05, 1.936e+06, 2.406e+00, nan, 1.350e+05, 2.323e+02
1.5358e+10, 3.945e+07, 3.348e+07, 3.598e+07, 4.113e+04, 3.438e+06, 5.082e+04, 1.800e+06, 1.068e+05, 1.936e+06, 2.415e+00, nan, 1.350e+05, 2.413e+02
1.5390e+10, 3.945e+07, 3.348e+07, 3.598e+07, 4.090e+04, 3.443e+06, 5.084e+04, 1.795e+06, 1.087e+05, 1.937e+06, 2.425e+00, nan, 1.351e+05, 2.505e+02
1.5421e+10, 3.945e+07, 3.347e+07, 3.598e+07, 4.078e+04, 3.447e+06, 5.085e+04, 1.791e+06, 1.107e+05, 1.937e+06, 2.434e+00, nan, 1.351e+05, 2.598e+02
1.5453e+10, 3.945e+07, 3.347e+07, 3.598e+07, 4.067e+04, 3.451e+06, 5.087e+04, 1.788e+06, 1.106e+05, 1.937e+06, 2.443e+00, nan, 1.352e+05, 2.693e+02
1.5484e+10, 3.944e+07, 3.347e+07, 3.598e+07, 4.057e+04, 3.456e+06, 5.089e+04, 1.782e+06, 1.150e+05, 1.937e+06, 2.452e+00, nan, 1.352e+05, 2.790e+02
1.5516e+10, 3.944e+07, 3.347e+07, 3.598e+07, 4.048e+04, 3.460e+06, 5.091e+04, 1.781e+06, 1.131e+05, 1.937e+06, 2.461e+00, nan, 1.353e+05, 2.888e+02
1.5547e+10, 3.944e+07, 3.347e+07, 3.598e+07, 4.038e+04, 3.464e+06, 5.093e+04, 1.777e+06, 1.151e+05, 1.937e+06, 2.471e+00, nan, 1.354e+05, 2.988e+02
1.5579e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.029e+04, 3.469e+06, 5.094e+04, 1.775e+06, 1.152e+05, 1.937e+06, 2.480e+00, nan, 1.354e+05, 3.089e+02
1.5610e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.019e+04, 3.473e+06, 5.096e+04, 1.772e+06, 1.158e+05, 1.937e+06, 2.489e+00, nan, 1.355e+05, 3.192e+02
1.5642e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.010e+04, 3.477e+06, 5.098e+04, 1.768e+06, 1.177e+05, 1.937e+06, 2.498e+00, nan, 1.355e+05, 3.296e+02
1.5673e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.233e+04, 3.482e+06, 5.100e+04, 1.767e+06, 1.163e+05, 1.936e+06, 2.508e+00, nan, 1.356e+05, 3.402e+02
1.5705e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.222e+04, 3.486e+06, 5.101e+04, 1.763e+06, 1.186e+05, 1.936e+06, 2.515e+00, nan, 1.356e+05, 3.509e+02
1.5736e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.211e+04, 3.490e+06, 5.103e+04, 1.760e+06, 1.191e+05, 1.936e+06, 2.524e+00, nan, 1.357e+05, 3.618e+02
1.5768e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.201e+04, 3.495e+06, 5.105e+04, 1.758e+06, 1.194e+05, 1.936e+06, 2.534e+00, nan, 1.358e+05, 3.728e+02
1.5800e+10, 3.944e+07, 3.347e+07, 3.597e+07, 4.190e+04, 3.499e+06, 5.107e+04, 1.758e+06, 1.174e+05, 1.936e+06, 2.543e+00, nan, 1.358e+05, 3.839e+02
1.5831e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.412e+04, 3.503e+06, 5.109e+04, 1.755e+06, 1.172e+05, 1.936e+06, 2.552e+00, nan, 1.359e+05, 3.952e+02
1.5863e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.399e+04, 3.507e+06, 5.110e+04, 1.755e+06, 1.150e+05, 1.937e+06, 2.561e+00, nan, 1.359e+05, 4.066e+02
1.5894e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.387e+04, 3.512e+06, 5.112e+04, 1.753e+06, 1.152e+05, 1.937e+06, 2.571e+00, nan, 1.360e+05, 4.181e+02
1.5926e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.374e+04, 3.516e+06, 5.114e+04, 1.752e+06, 1.131e+05, 1.937e+06, 2.580e+00, nan, 1.360e+05, 4.297e+02
1.5957e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.127e+04, 3.520e+06, 5.116e+04, 1.747e+06, 1.161e+05, 1.937e+06, 2.589e+00, nan, 1.361e+05, 4.415e+02
1.5989e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.113e+04, 3.524e+06, 5.118e+04, 1.747e+06, 1.144e+05, 1.937e+06, 2.599e+00, nan, 1.362e+05, 4.534e+02
1.6020e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.098e+04, 3.528e+06, 5.119e+04, 1.744e+06, 1.150e+05, 1.937e+06, 2.608e+00, nan, 1.362e+05, 4.654e+02
1.6052e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.083e+04, 3.533e+06, 5.121e+04, 1.741e+06, 1.157e+05, 1.937e+06, 2.618e+00, nan, 1.363e+05, 4.776e+02
1.6083e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.068e+04, 3.537e+06, 5.123e+04, 1.739e+06, 1.164e+05, 1.937e+06, 2.627e+00, nan, 1.363e+05, 4.899e+02
1.6115e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.053e+04, 3.541e+06, 5.125e+04, 1.734e+06, 1.190e+05, 1.936e+06, 2.636e+00, nan, 1.364e+05, 5.022e+02
1.6146e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.037e+04, 3.545e+06, 5.126e+04, 1.732e+06, 1.187e+05, 1.936e+06, 2.646e+00, nan, 1.364e+05, 5.147e+02
1.6178e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.022e+04, 3.549e+06, 5.128e+04, 1.730e+06, 1.189e+05, 1.936e+06, 2.655e+00, nan, 1.365e+05, 5.273e+02
1.6210e+10, 3.944e+07, 3.347e+07, 3.596e+07, 4.007e+04, 3.553e+06, 5.130e+04, 1.732e+06, 1.149e+05, 1.936e+06, 2.663e+00, nan, 1.366e+05, 5.400e+02
1.6241e+10, 3.944e+07, 3.346e+07, 3.596e+07, 3.754e+04, 3.557e+06, 5.132e+04, 1.732e+06, 1.128e+05, 1.936e+06, 2.672e+00, nan, 1.366e+05, 5.528e+02
1.6273e+10, 3.943e+07, 3.346e+07, 3.596e+07, 3.735e+04, 3.562e+06, 5.134e+04, 1.731e+06, 1.107e+05, 1.936e+06, 2.682e+00, nan, 1.367e+05, 5.657e+02
1.6304e+10, 3.943e+07, 3.346e+07, 3.596e+07, 3.716e+04, 3.566e+06, 5.135e+04, 1.729e+06, 1.111e+05, 1.936e+06, 2.691e+00, nan, 1.367e+05, 5.787e+02
1.6336e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.698e+04, 3.570e+06, 5.137e+04, 1.725e+06, 1.130e+05, 1.937e+06, 2.700e+00, nan, 1.368e+05, 5.919e+02
1.6367e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.680e+04, 3.574e+06, 5.139e+04, 1.717e+06, 1.183e+05, 1.936e+06, 2.710e+00, nan, 1.368e+05, 6.051e+02
1.6399e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.895e+04, 3.578e+06, 5.141e+04, 1.713e+06, 1.207e+05, 1.937e+06, 2.719e+00, nan, 1.369e+05, 6.185e+02
1.6430e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.876e+04, 3.582e+06, 5.142e+04, 1.712e+06, 1.188e+05, 1.937e+06, 2.729e+00, nan, 1.370e+05, 6.319e+02
1.6462e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.857e+04, 3.586e+06, 5.144e+04, 1.710e+06, 1.187e+05, 1.937e+06, 2.738e+00, nan, 1.370e+05, 6.455e+02
1.6493e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.839e+04, 3.590e+06, 5.146e+04, 1.710e+06, 1.169e+05, 1.937e+06, 2.748e+00, nan, 1.371e+05, 6.592e+02
1.6525e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.820e+04, 3.594e+06, 5.148e+04, 1.709e+06, 1.151e+05, 1.937e+06, 2.757e+00, nan, 1.371e+05, 6.729e+02
1.6556e+10, 3.943e+07, 3.346e+07, 3.595e+07, 3.803e+04, 3.598e+06, 5.150e+04, 1.709e+06, 1.132e+05, 1.937e+06, 2.767e+00, nan, 1.372e+05, 6.867e+02
1.6588e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.785e+04, 3.602e+06, 5.151e+04, 1.709e+06, 1.113e+05, 1.937e+06, 2.777e+00, nan, 1.372e+05, 7.007e+02
1.6620e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.768e+04, 3.606e+06, 5.153e+04, 1.706e+06, 1.117e+05, 1.937e+06, 2.786e+00, nan, 1.373e+05, 7.147e+02
1.6651e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.751e+04, 3.610e+06, 5.155e+04, 1.706e+06, 1.098e+05, 1.937e+06, 2.796e+00, nan, 1.373e+05, 7.288e+02
1.6683e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.734e+04, 3.614e+06, 5.157e+04, 1.704e+06, 1.098e+05, 1.938e+06, 2.805e+00, nan, 1.374e+05, 7.431e+02
1.6714e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.717e+04, 3.618e+06, 5.159e+04, 1.701e+06, 1.098e+05, 1.938e+06, 2.815e+00, nan, 1.375e+05, 7.574e+02
1.6746e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.701e+04, 3.622e+06, 5.160e+04, 1.697e+06, 1.120e+05, 1.938e+06, 2.823e+00, nan, 1.375e+05, 7.717e+02
1.6777e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.685e+04, 3.625e+06, 5.162e+04, 1.695e+06, 1.118e+05, 1.938e+06, 2.832e+00, nan, 1.376e+05, 7.862e+02
1.6809e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.669e+04, 3.629e+06, 5.164e+04, 1.690e+06, 1.142e+05, 1.938e+06, 2.842e+00, nan, 1.376e+05, 8.008e+02
1.6840e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.653e+04, 3.633e+06, 5.166e+04, 1.688e+06, 1.147e+05, 1.938e+06, 2.851e+00, nan, 1.377e+05, 8.155e+02
1.6872e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.638e+04, 3.637e+06, 5.168e+04, 1.683e+06, 1.175e+05, 1.938e+06, 2.861e+00, nan, 1.377e+05, 8.303e+02
1.6903e+10, 3.943e+07, 3.346e+07, 3.594e+07, 3.623e+04, 3.641e+06, 5.169e+04, 1.683e+06, 1.156e+05, 1.938e+06, 2.870e+00, nan, 1.378e+05, 8.451e+02
1.6935e+10, 3.943e+07, 3.346e+07, 3.593e+07, 3.608e+04, 3.645e+06, 5.171e+04, 1.678e+06, 1.180e+05, 1.938e+06, 2.880e+00, nan, 1.379e+05, 8.600e+02
1.6966e+10, 3.943e+07, 3.346e+07, 3.593e+07, 3.827e+04, 3.649e+06, 5.173e+04, 1.678e+06, 1.161e+05, 1.939e+06, 2.890e+00, nan, 1.379e+05, 8.751e+02
1.6998e+10, 3.943e+07, 3.346e+07, 3.593e+07, 3.579e+04, 3.652e+06, 5.175e+04, 1.675e+06, 1.166e+05, 1.939e+06, 2.899e+00, nan, 1.380e+05, 8.901e+02
1.7029e+10, 3.943e+07, 3.345e+07, 3.593e+07, 3.562e+04, 3.656e+06, 5.176e+04, 1.675e+06, 1.149e+05, 1.939e+06, 2.909e+00, nan, 1.380e+05, 9.053e+02
1.7061e+10, 3.943e+07, 3.345e+07, 3.593e+07, 3.546e+04, 3.660e+06, 5.178e+04, 1.672e+06, 1.156e+05, 1.939e+06, 2.919e+00, nan, 1.381e+05, 9.205e+02
1.7093e+10, 3.942e+07, 3.345e+07, 3.593e+07, 3.530e+04, 3.664e+06, 5.180e+04, 1.670e+06, 1.158e+05, 1.939e+06, 2.929e+00, nan, 1.381e+05, 9.359e+02
1.7124e+10, 3.942e+07, 3.345e+07, 3.593e+07, 3.515e+04, 3.667e+06, 5.182e+04, 1.669e+06, 1.141e+05, 1.939e+06, 2.938e+00, nan, 1.382e+05, 9.513e+02
1.7156e+10, 3.942e+07, 3.345e+07, 3.593e+07, 3.506e+04, 3.671e+06, 5.184e+04, 1.669e+06, 1.124e+05, 1.939e+06, 2.948e+00, nan, 1.382e+05, 9.668e+02
1.7187e+10, 3.942e+07, 3.345e+07, 3.593e+07, 3.503e+04, 3.675e+06, 5.185e+04, 1.669e+06, 1.107e+05, 1.939e+06, 2.958e+00, nan, 1.383e+05, 9.824e+02
