# t [s], p1 [Pa], p2 [Pa], mobA [kg], immA [kg], dissA [kg], sealA [kg], mobB [kg], immB [kg], dissB [kg], sealB [kg], mC [m^2], sealTot [kg], boundary [kg]
2.1287e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.779e+04, 4.124e+06, 5.419e+04, 1.403e+06, 1.574e+05, 1.940e+06, 4.283e+00, nan, 1.454e+05, 3.444e+03
2.1318e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.830e+04, 4.127e+06, 5.420e+04, 1.401e+06, 1.584e+05, 1.939e+06, 4.294e+00, nan, 1.454e+05, 3.465e+03
2.1350e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.871e+04, 4.130e+06, 5.422e+04, 1.401e+06, 1.573e+05, 1.939e+06, 4.305e+00, nan, 1.455e+05, 3.487e+03
2.1381e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.904e+04, 4.133e+06, 5.424e+04, 1.400e+06, 1.563e+05, 1.939e+06, 4.316e+00, nan, 1.455e+05, 3.508e+03
2.1413e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.932e+04, 4.137e+06, 5.426e+04, 1.400e+06, 1.551e+05, 1.939e+06, 4.326e+00, nan, 1.456e+05, 3.530e+03
2.1444e+10, 3.938e+07, 3.341e+07, 3.573e+07, 4.721e+04, 4.140e+06, 5.428e+04, 1.400e+06, 1.539e+05, 1.939e+06, 4.335e+00, nan, 1.456e+05, 3.551e+03
2.1476e+10, 3.938e+07, 3.341e+07, 3.572e+07, 4.740e+04, 4.143e+06, 5.429e+04, 1.400e+06, 1.527e+05, 1.939e+06, 4.346e+00, nan, 1.457e+05, 3.573e+03
2.1508e+10, 3.938e+07, 3.341e+07, 3.572e+07, 4.756e+04, 4.146e+06, 5.431e+04, 1.400e+06, 1.514e+05, 1.939e+06, 4.357e+00, nan, 1.457e+05, 3.594e+03
2.1539e+10, 3.938e+07, 3.341e+07, 3.572e+07, 4.534e+04, 4.149e+06, 5.433e+04, 1.400e+06, 1.502e+05, 1.940e+06, 4.368e+00, nan, 1.458e+05, 3.616e+03
2.1571e+10, 3.938e+07, 3.340e+07, 3.572e+07, 4.542e+04, 4.152e+06, 5.435e+04, 1.400e+06, 1.489e+05, 1.940e+06, 4.379e+00, nan, 1.458e+05, 3.638e+03
2.1602e+10, 3.938e+07, 3.340e+07, 3.572e+07, 4.549e+04, 4.155e+06, 5.437e+04, 1.400e+06, 1.476e+05, 1.940e+06, 4.390e+00, nan, 1.459e+05, 3.659e+03
2.1634e+10, 3.937e+07, 3.340e+07, 3.572e+07, 4.555e+04, 4.158e+06, 5.438e+04, 1.400e+06, 1.463e+05, 1.940e+06, 4.401e+00, nan, 1.459e+05, 3.681e+03
2.1665e+10, 3.937e+07, 3.340e+07, 3.572e+07, 4.793e+04, 4.161e+06, 5.440e+04, 1.399e+06, 1.451e+05, 1.940e+06, 4.412e+00, nan, 1.460e+05, 3.702e+03
2.1697e+10, 3.937e+07, 3.340e+07, 3.572e+07, 4.796e+04, 4.164e+06, 5.442e+04, 1.399e+06, 1.438e+05, 1.941e+06, 4.423e+00, nan, 1.460e+05, 3.724e+03
2.1728e+10, 3.937e+07, 3.340e+07, 3.572e+07, 4.564e+04, 4.168e+06, 5.444e+04, 1.397e+06, 1.445e+05, 1.941e+06, 4.434e+00, nan, 1.461e+05, 3.746e+03
2.1760e+10, 3.937e+07, 3.340e+07, 3.572e+07, 4.565e+04, 4.171e+06, 5.446e+04, 1.397e+06, 1.432e+05, 1.941e+06, 4.445e+00, nan, 1.462e+05, 3.768e+03
2.1791e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.567e+04, 4.174e+06, 5.447e+04, 1.397e+06, 1.419e+05, 1.941e+06, 4.456e+00, nan, 1.462e+05, 3.789e+03
2.1823e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.568e+04, 4.177e+06, 5.449e+04, 1.395e+06, 1.419e+05, 1.942e+06, 4.468e+00, nan, 1.463e+05, 3.811e+03
2.1855e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.570e+04, 4.180e+06, 5.451e+04, 1.395e+06, 1.408e+05, 1.942e+06, 4.479e+00, nan, 1.463e+05, 3.833e+03
2.1886e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.570e+04, 4.183e+06, 5.453e+04, 1.395e+06, 1.398e+05, 1.942e+06, 4.490e+00, nan, 1.464e+05, 3.855e+03
2.1918e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.571e+04, 4.186e+06, 5.455e+04, 1.395e+06, 1.388e+05, 1.942e+06, 4.501e+00, nan, 1.464e+05, 3.877e+03
2.1949e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.571e+04, 4.189e+06, 5.456e+04, 1.392e+06, 1.397e+05, 1.942e+06, 4.512e+00, nan, 1.465e+05, 3.899e+03
2.1981e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.570e+04, 4.192e+06, 5.458e+04, 1.392e+06, 1.387e+05, 1.942e+06, 4.524e+00, nan, 1.465e+05, 3.921e+03
2.2012e+10, 3.937e+07, 3.340e+07, 3.571e+07, 4.570e+04, 4.195e+06, 5.460e+04, 1.392e+06, 1.376e+05, 1.942e+06, 4.535e+00, nan, 1.466e+05, 3.943e+03
2.2044e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.568e+04, 4.198e+06, 5.462e+04, 1.392e+06, 1.366e+05, 1.942e+06, 4.546e+00, nan, 1.466e+05, 3.965e+03
2.2075e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.567e+04, 4.201e+06, 5.464e+04, 1.390e+06, 1.374e+05, 1.942e+06, 4.557e+00, nan, 1.467e+05, 3.987e+03
2.2107e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.565e+04, 4.204e+06, 5.465e+04, 1.390e+06, 1.364e+05, 1.942e+06, 4.569e+00, nan, 1.467e+05, 4.009e+03
2.2138e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.563e+04, 4.207e+06, 5.467e+04, 1.387e+06, 1.373e+05, 1.942e+06, 4.580e+00, nan, 1.468e+05, 4.031e+03
2.2170e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.561e+04, 4.210e+06, 5.469e+04, 1.387e+06, 1.363e+05, 1.942e+06, 4.591e+00, nan, 1.468e+05, 4.053e+03
2.2201e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.792e+04, 4.213e+06, 5.471e+04, 1.385e+06, 1.371e+05, 1.943e+06, 4.602e+00, nan, 1.469e+05, 4.075e+03
2.2233e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.788e+04, 4.216e+06, 5.473e+04, 1.385e+06, 1.361e+05, 1.943e+06, 4.614e+00, nan, 1.470e+05, 4.097e+03
2.2264e+10, 3.937e+07, 3.340e+07, 3.570e+07, 4.550e+04, 4.219e+06, 5.474e+04, 1.387e+06, 1.330e+05, 1.943e+06, 4.625e+00, nan, 1.470e+05, 4.120e+03
2.2296e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.543e+04, 4.222e+06, 5.476e+04, 1.387e+06, 1.318e+05, 1.943e+06, 4.634e+00, nan, 1.471e+05, 4.142e+03
2.2328e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.537e+04, 4.225e+06, 5.478e+04, 1.385e+06, 1.325e+05, 1.943e+06, 4.645e+00, nan, 1.471e+05, 4.164e+03
2.2359e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.530e+04, 4.228e+06, 5.480e+04, 1.383e+06, 1.332e+05, 1.943e+06, 4.656e+00, nan, 1.472e+05, 4.186e+03
2.2391e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.524e+04, 4.231e+06, 5.482e+04, 1.383e+06, 1.320e+05, 1.944e+06, 4.667e+00, nan, 1.472e+05, 4.209e+03
2.2422e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.517e+04, 4.234e+06, 5.483e+04, 1.382e+06, 1.308e+05, 1.944e+06, 4.678e+00, nan, 1.473e+05, 4.231e+03
2.2454e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.510e+04, 4.237e+06, 5.485e+04, 1.382e+06, 1.296e+05, 1.944e+06, 4.690e+00, nan, 1.473e+05, 4.253e+03
2.2485e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.504e+04, 4.240e+06, 5.487e+04, 1.381e+06, 1.296e+05, 1.944e+06, 4.701e+00, nan, 1.474e+05, 4.275e+03
2.2517e+10, 3.937e+07, 3.340e+07, 3.569e+07, 4.497e+04, 4.243e+06, 5.489e+04, 1.379e+06, 1.303e+05, 1.945e+06, 4.712e+00, nan, 1.474e+05, 4.298e+03
2.2548e+10, 3.937e+07, 3.340e+07, 3.568e+07, 4.491e+04, 4.246e+06, 5.491e+04, 1.379e+06, 1.292e+05, 1.945e+06, 4.724e+00, nan, 1.475e+05, 4.320e+03
2.2580e+10, 3.937e+07, 3.340e+07, 3.568e+07, 4.485e+04, 4.249e+06, 5.493e+04, 1.379e+06, 1.280e+05, 1.945e+06, 4.735e+00, nan, 1.475e+05, 4.342e+03
2.2611e+10, 3.937e+07, 3.340e+07, 3.568e+07, 4.479e+04, 4.251e+06, 5.494e+04, 1.377e+06, 1.288e+05, 1.946e+06, 4.747e+00, nan, 1.476e+05, 4.365e+03
2.2643e+10, 3.937e+07, 3.339e+07, 3.568e+07, 4.474e+04, 4.254e+06, 5.496e+04, 1.376e+06, 1.276e+05, 1.946e+06, 4.758e+00, nan, 1.476e+05, 4.387e+03
2.2674e+10, 3.937e+07, 3.339e+07, 3.568e+07, 4.468e+04, 4.257e+06, 5.498e+04, 1.374e+06, 1.284e+05, 1.946e+06, 4.770e+00, nan, 1.477e+05, 4.410e+03
2.2706e+10, 3.936e+07, 3.339e+07, 3.568e+07, 4.463e+04, 4.260e+06, 5.500e+04, 1.372e+06, 1.292e+05, 1.946e+06, 4.781e+00, nan, 1.478e+05, 4.432e+03
2.2737e+10, 3.936e+07, 3.339e+07, 3.568e+07, 4.457e+04, 4.263e+06, 5.502e+04, 1.372e+06, 1.281e+05, 1.947e+06, 4.793e+00, nan, 1.478e+05, 4.454e+03
2.2769e+10, 3.936e+07, 3.339e+07, 3.568e+07, 4.452e+04, 4.266e+06, 5.503e+04, 1.372e+06, 1.271e+05, 1.947e+06, 4.804e+00, nan, 1.479e+05, 4.477e+03
2.2801e+10, 3.936e+07, 3.339e+07, 3.568e+07, 4.447e+04, 4.269e+06, 5.505e+04, 1.372e+06, 1.260e+05, 1.947e+06, 4.816e+00, nan, 1.479e+05, 4.500e+03
2.2832e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.441e+04, 4.272e+06, 5.507e+04, 1.368e+06, 1.288e+05, 1.947e+06, 4.827e+00, nan, 1.480e+05, 4.522e+03
2.2864e+10, 3.936e+07, 3.339e+07, 3.568e+07, 4.202e+04, 4.275e+06, 5.509e+04, 1.366e+06, 1.289e+05, 1.948e+06, 4.839e+00, nan, 1.480e+05, 4.545e+03
2.2895e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.195e+04, 4.278e+06, 5.511e+04, 1.366e+06, 1.278e+05, 1.948e+06, 4.851e+00, nan, 1.481e+05, 4.567e+03
2.2927e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.188e+04, 4.281e+06, 5.512e+04, 1.366e+06, 1.268e+05, 1.948e+06, 4.862e+00, nan, 1.481e+05, 4.590e+03
2.2958e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.182e+04, 4.284e+06, 5.514e+04, 1.366e+06, 1.257e+05, 1.948e+06, 4.874e+00, nan, 1.482e+05, 4.612e+03
2.2990e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.176e+04, 4.287e+06, 5.516e+04, 1.366e+06, 1.247e+05, 1.949e+06, 4.885e+00, nan, 1.482e+05, 4.635e+03
2.3021e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.170e+04, 4.290e+06, 5.518e+04, 1.363e+06, 1.256e+05, 1.949e+06, 4.897e+00, nan, 1.483e+05, 4.658e+03
2.3053e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.164e+04, 4.293e+06, 5.520e+04, 1.363e+06, 1.245e+05, 1.949e+06, 4.909e+00, nan, 1.483e+05, 4.680e+03
2.3084e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.158e+04, 4.296e+06, 5.521e+04, 1.363e+06, 1.235e+05, 1.949e+06, 4.920e+00, nan, 1.484e+05, 4.703e+03
2.3116e+10, 3.936e+07, 3.339e+07, 3.567e+07, 4.152e+04, 4.299e+06, 5.523e+04, 1.363e+06, 1.224e+05, 1.949e+06, 4.932e+00, nan, 1.484e+05, 4.726e+03
2.3147e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.146e+04, 4.301e+06, 5.525e+04, 1.363e+06, 1.214e+05, 1.950e+06, 4.944e+00, nan, 1.485e+05, 4.749e+03
2.3179e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.140e+04, 4.304e+06, 5.527e+04, 1.362e+06, 1.214e+05, 1.950e+06, 4.955e+00, nan, 1.485e+05, 4.771e+03
2.3211e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.135e+04, 4.307e+06, 5.529e+04, 1.363e+06, 1.184e+05, 1.950e+06, 4.966e+00, nan, 1.486e+05, 4.794e+03
2.3242e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.129e+04, 4.310e+06, 5.530e+04, 1.363e+06, 1.173e+05, 1.950e+06, 4.976e+00, nan, 1.487e+05, 4.817e+03
2.3274e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.124e+04, 4.313e+06, 5.532e+04, 1.361e+06, 1.180e+05, 1.951e+06, 4.987e+00, nan, 1.487e+05, 4.839e+03
2.3305e+10, 3.936e+07, 3.339e+07, 3.566e+07, 4.118e+04, 4.316e+06, 5.534e+04, 1.361e+06, 1.169e+05, 1.951e+06, 4.999e+00, nan, 1.488e+05, 4.862e+03
2.3337e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.346e+04, 4.319e+06, 5.536e+04, 1.361e+06, 1.158e+05, 1.951e+06, 5.011e+00, nan, 1.488e+05, 4.885e+03
2.3368e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.341e+04, 4.322e+06, 5.538e+04, 1.359e+06, 1.166e+05, 1.952e+06, 5.022e+00, nan, 1.489e+05, 4.907e+03
2.3400e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.335e+04, 4.325e+06, 5.539e+04, 1.358e+06, 1.164e+05, 1.952e+06, 5.034e+00, nan, 1.489e+05, 4.930e+03
2.3431e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.329e+04, 4.328e+06, 5.541e+04, 1.358e+06, 1.153e+05, 1.952e+06, 5.046e+00, nan, 1.490e+05, 4.953e+03
2.3463e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.323e+04, 4.331e+06, 5.543e+04, 1.358e+06, 1.142e+05, 1.953e+06, 5.058e+00, nan, 1.490e+05, 4.976e+03
2.3494e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.317e+04, 4.333e+06, 5.545e+04, 1.358e+06, 1.130e+05, 1.953e+06, 5.069e+00, nan, 1.491e+05, 4.998e+03
2.3526e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.311e+04, 4.336e+06, 5.547e+04, 1.357e+06, 1.120e+05, 1.953e+06, 5.081e+00, nan, 1.491e+05, 5.021e+03
2.3557e+10, 3.936e+07, 3.339e+07, 3.565e+07, 4.305e+04, 4.339e+06, 5.548e+04, 1.357e+06, 1.109e+05, 1.954e+06, 5.093e+00, nan, 1.492e+05, 5.044e+03
2.3589e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.299e+04, 4.342e+06, 5.550e+04, 1.357e+06, 1.099e+05, 1.954e+06, 5.105e+00, nan, 1.492e+05, 5.066e+03
2.3620e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.292e+04, 4.345e+06, 5.552e+04, 1.354e+06, 1.117e+05, 1.954e+06, 5.117e+00, nan, 1.493e+05, 5.089e+03
2.3652e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.051e+04, 4.348e+06, 5.554e+04, 1.351e+06, 1.132e+05, 1.955e+06, 5.129e+00, nan, 1.493e+05, 5.112e+03
2.3684e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.043e+04, 4.351e+06, 5.556e+04, 1.351e+06, 1.122e+05, 1.955e+06, 5.141e+00, nan, 1.494e+05, 5.135e+03
2.3715e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.034e+04, 4.354e+06, 5.557e+04, 1.351e+06, 1.112e+05, 1.955e+06, 5.153e+00, nan, 1.495e+05, 5.157e+03
2.3747e+10, 3.936e+07, 3.339e+07, 3.564e+07, 4.026e+04, 4.357e+06, 5.559e+04, 1.351e+06, 1.103e+05, 1.955e+06, 5.165e+00, nan, 1.495e+05, 5.180e+03
2.3778e+10, 3.936e+07, 3.338e+07, 3.564e+07, 4.017e+04, 4.359e+06, 5.561e+04, 1.346e+06, 1.141e+05, 1.956e+06, 5.177e+00, nan, 1.496e+05, 5.203e+03
2.3810e+10, 3.936e+07, 3.338e+07, 3.564e+07, 4.009e+04, 4.362e+06, 5.563e+04, 1.346e+06, 1.132e+05, 1.956e+06, 5.189e+00, nan, 1.496e+05, 5.226e+03
2.3841e+10, 3.935e+07, 3.338e+07, 3.564e+07, 4.000e+04, 4.365e+06, 5.565e+04, 1.344e+06, 1.143e+05, 1.956e+06, 5.201e+00, nan, 1.497e+05, 5.248e+03
2.3873e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.991e+04, 4.368e+06, 5.566e+04, 1.341e+06, 1.161e+05, 1.956e+06, 5.213e+00, nan, 1.497e+05, 5.271e+03
2.3904e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.981e+04, 4.371e+06, 5.568e+04, 1.338e+06, 1.178e+05, 1.956e+06, 5.225e+00, nan, 1.498e+05, 5.294e+03
2.3936e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.972e+04, 4.374e+06, 5.570e+04, 1.338e+06, 1.170e+05, 1.956e+06, 5.237e+00, nan, 1.498e+05, 5.317e+03
2.3967e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.962e+04, 4.377e+06, 5.572e+04, 1.338e+06, 1.161e+05, 1.957e+06, 5.249e+00, nan, 1.499e+05, 5.339e+03
2.3999e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.952e+04, 4.380e+06, 5.574e+04, 1.338e+06, 1.154e+05, 1.957e+06, 5.262e+00, nan, 1.499e+05, 5.362e+03
2.4030e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.941e+04, 4.382e+06, 5.575e+04, 1.338e+06, 1.145e+05, 1.957e+06, 5.274e+00, nan, 1.500e+05, 5.385e+03
2.4062e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.930e+04, 4.385e+06, 5.577e+04, 1.337e+06, 1.137e+05, 1.957e+06, 5.286e+00, nan, 1.500e+05, 5.408e+03
2.4094e+10, 3.935e+07, 3.338e+07, 3.563e+07, 3.919e+04, 4.388e+06, 5.579e+04, 1.335e+06, 1.148e+05, 1.957e+06, 5.298e+00, nan, 1.501e+05, 5.431e+03
2.4125e+10, 3.935e+07, 3.338e+07, 3.562e+07, 3.907e+04, 4.391e+06, 5.581e+04, 1.335e+06, 1.141e+05, 1.957e+06, 5.310e+00, nan, 1.501e+05, 5.453e+03
2.4157e+10, 3.935e+07, 3.338e+07, 3.562e+07, 4.129e+04, 4.394e+06, 5.583e+04, 1.331e+06, 1.172e+05, 1.957e+06, 5.322e+00, nan, 1.502e+05, 5.476e+03
2.4188e+10, 3.935e+07, 3.338e+07, 3.562e+07, 4.116e+04, 4.397e+06, 5.584e+04, 1.329e+06, 1.183e+05, 1.957e+06, 5.335e+00, nan, 1.502e+05, 5.499e+03
2.4220e+10, 3.935e+07, 3.338e+07, 3.562e+07, 4.104e+04, 4.400e+06, 5.586e+04, 1.327e+06, 1.194e+05, 1.958e+06, 5.346e+00, nan, 1.503e+05, 5.522e+03
2.4251e+10, 3.935e+07, 3.338e+07, 3.562e+07, 4.092e+04, 4.402e+06, 5.588e+04, 1.327e+06, 1.185e+05, 1.958e+06, 5.356e+00, nan, 1.503e+05, 5.545e+03
2.4283e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.079e+04, 4.405e+06, 5.590e+04, 1.325e+06, 1.195e+05, 1.958e+06, 5.368e+00, nan, 1.504e+05, 5.567e+03
2.4314e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.067e+04, 4.408e+06, 5.592e+04, 1.325e+06, 1.186e+05, 1.958e+06, 5.380e+00, nan, 1.505e+05, 5.590e+03
2.4346e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.054e+04, 4.411e+06, 5.593e+04, 1.325e+06, 1.177e+05, 1.958e+06, 5.392e+00, nan, 1.505e+05, 5.613e+03
2.4377e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.042e+04, 4.414e+06, 5.595e+04, 1.325e+06, 1.168e+05, 1.959e+06, 5.405e+00, nan, 1.506e+05, 5.636e+03
2.4409e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.030e+04, 4.417e+06, 5.597e+04, 1.325e+06, 1.159e+05, 1.959e+06, 5.417e+00, nan, 1.506e+05, 5.659e+03
2.4440e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.018e+04, 4.420e+06, 5.599e+04, 1.323e+06, 1.170e+05, 1.959e+06, 5.429e+00, nan, 1.507e+05, 5.681e+03
2.4472e+10, 3.935e+07, 3.338e+07, 3.561e+07, 4.005e+04, 4.422e+06, 5.601e+04, 1.321e+06, 1.179e+05, 1.959e+06, 5.441e+00, nan, 1.507e+05, 5.704e+03
2.4504e+10, 3.935e+07, 3.338e+07, 3.560e+07, 4.459e+04, 4.425e+06, 5.602e+04, 1.319e+06, 1.189e+05, 1.960e+06, 5.454e+00, nan, 1.508e+05, 5.727e+03
2.4535e+10, 3.935e+07, 3.338e+07, 3.560e+07, 4.446e+04, 4.428e+06, 5.604e+04, 1.317e+06, 1.199e+05, 1.960e+06, 5.466e+00, nan, 1.508e+05, 5.750e+03
2.4567e+10, 3.935e+07, 3.338e+07, 3.560e+07, 4.666e+04, 4.431e+06, 5.606e+04, 1.317e+06, 1.190e+05, 1.960e+06, 5.479e+00, nan, 1.509e+05, 5.773e+03
2.4598e+10, 3.935e+07, 3.338e+07, 3.559e+07, 4.652e+04, 4.434e+06, 5.608e+04, 1.316e+06, 1.191e+05, 1.960e+06, 5.491e+00, nan, 1.509e+05, 5.796e+03
2.4630e+10, 3.935e+07, 3.338e+07, 3.559e+07, 4.639e+04, 4.437e+06, 5.610e+04, 1.315e+06, 1.182e+05, 1.961e+06, 5.504e+00, nan, 1.510e+05, 5.818e+03
2.4661e+10, 3.935e+07, 3.338e+07, 3.559e+07, 4.626e+04, 4.440e+06, 5.611e+04, 1.313e+06, 1.191e+05, 1.961e+06, 5.516e+00, nan, 1.510e+05, 5.841e+03
2.4693e+10, 3.935e+07, 3.338e+07, 3.559e+07, 4.847e+04, 4.443e+06, 5.613e+04, 1.311e+06, 1.201e+05, 1.961e+06, 5.529e+00, nan, 1.511e+05, 5.864e+03
2.4724e+10, 3.935e+07, 3.338e+07, 3.559e+07, 4.834e+04, 4.445e+06, 5.615e+04, 1.311e+06, 1.193e+05, 1.962e+06, 5.541e+00, nan, 1.511e+05, 5.887e+03
2.4756e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.822e+04, 4.448e+06, 5.617e+04, 1.311e+06, 1.184e+05, 1.962e+06, 5.554e+00, nan, 1.512e+05, 5.910e+03
2.4787e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.809e+04, 4.451e+06, 5.619e+04, 1.309e+06, 1.194e+05, 1.962e+06, 5.567e+00, nan, 1.512e+05, 5.933e+03
2.4819e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.798e+04, 4.454e+06, 5.620e+04, 1.309e+06, 1.186e+05, 1.962e+06, 5.579e+00, nan, 1.513e+05, 5.955e+03
2.4850e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.786e+04, 4.457e+06, 5.622e+04, 1.309e+06, 1.178e+05, 1.962e+06, 5.592e+00, nan, 1.513e+05, 5.978e+03
2.4882e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.775e+04, 4.460e+06, 5.624e+04, 1.307e+06, 1.187e+05, 1.963e+06, 5.605e+00, nan, 1.514e+05, 6.001e+03
2.4913e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.764e+04, 4.463e+06, 5.626e+04, 1.307e+06, 1.179e+05, 1.963e+06, 5.618e+00, nan, 1.515e+05, 6.024e+03
2.4945e+10, 3.935e+07, 3.338e+07, 3.558e+07, 4.754e+04, 4.466e+06, 5.628e+04, 1.307e+06, 1.172e+05, 1.963e+06, 5.630e+00, nan, 1.515e+05, 6.047e+03
2.4977e+10, 3.935e+07, 3.338e+07, 3.557e+07, 4.745e+04, 4.468e+06, 5.629e+04, 1.303e+06, 1.199e+05, 1.963e+06, 5.643e+00, nan, 1.516e+05, 6.070e+03
2.5008e+10, 3.935e+07, 3.337e+07, 3.557e+07, 4.968e+04, 4.471e+06, 5.631e+04, 1.301e+06, 1.207e+05, 1.963e+06, 5.656e+00, nan, 1.516e+05, 6.093e+03
2.5040e+10, 3.934e+07, 3.337e+07, 3.557e+07, 4.959e+04, 4.474e+06, 5.633e+04, 1.298e+06, 1.229e+05, 1.964e+06, 5.669e+00, nan, 1.517e+05, 6.115e+03
2.5071e+10, 3.934e+07, 3.337e+07, 3.557e+07, 4.950e+04, 4.477e+06, 5.635e+04, 1.297e+06, 1.237e+05, 1.964e+06, 5.682e+00, nan, 1.517e+05, 6.138e+03
2.5103e+10, 3.934e+07, 3.337e+07, 3.557e+07, 4.942e+04, 4.480e+06, 5.637e+04, 1.297e+06, 1.231e+05, 1.964e+06, 5.695e+00, nan, 1.518e+05, 6.161e+03
2.5134e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.934e+04, 4.483e+06, 5.638e+04, 1.297e+06, 1.224e+05, 1.964e+06, 5.707e+00, nan, 1.518e+05, 6.184e+03
2.5166e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.926e+04, 4.485e+06, 5.640e+04, 1.296e+06, 1.217e+05, 1.964e+06, 5.720e+00, nan, 1.519e+05, 6.207e+03
2.5197e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.919e+04, 4.488e+06, 5.642e+04, 1.296e+06, 1.210e+05, 1.964e+06, 5.733e+00, nan, 1.519e+05, 6.230e+03
2.5229e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.679e+04, 4.491e+06, 5.644e+04, 1.296e+06, 1.202e+05, 1.965e+06, 5.746e+00, nan, 1.520e+05, 6.253e+03
2.5260e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.672e+04, 4.494e+06, 5.646e+04, 1.296e+06, 1.195e+05, 1.965e+06, 5.759e+00, nan, 1.520e+05, 6.275e+03
2.5292e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.665e+04, 4.497e+06, 5.648e+04, 1.296e+06, 1.188e+05, 1.965e+06, 5.772e+00, nan, 1.521e+05, 6.298e+03
2.5323e+10, 3.934e+07, 3.337e+07, 3.556e+07, 4.659e+04, 4.500e+06, 5.649e+04, 1.297e+06, 1.172e+05, 1.965e+06, 5.785e+00, nan, 1.521e+05, 6.321e+03
